"X","NADK","CHDH","DGKA","SDHA","CETP","FH","OGDH","CHRNE","SLC6A4","ALDH2","LPCAT3","LDHB","GLS","ODC1","KYNU","MTR","PANK2","PRMT1","IMPA1","LDHA","GCSH","ADCYAP1","PGD","GALM","IPMK","DDAH1","CPT2","PANK4","SMPD1","TK2","MAT2A","KYAT1","CTPS1","MSRA","MTHFR","GLDC","TH","ACADSB","GFPT1","DDO","SDHD","HOGA1"
"ACH-000775",5.91934008244201,2.33342373372519,2.60644222813161,5.93333657591232,0.0426443374084937,7.27900691380736,5.84799690655495,0.214124805352847,0.189033824390017,5.3077927961299,5.43529521564717,9.51248369751184,6.14567745519564,7.04973966269698,4.09761079662642,3.29572302453997,5.48091134604775,8.02364347910317,5.01346225980656,9.71075478498102,5.46793154602629,6.52309143530243,5.96208624985064,3.86789646399265,2.27500704749987,4.68313498512609,4.14893410452634,3.86591881455221,4.32840565895857,4.71808758396052,9.11358590902708,2.24488705912353,6.83554516550869,2.89917563048051,3.83995958748953,1.58976348698498,0.31034012061215,3.35755200461808,6.66576226650835,0.214124805352847,7.41726181705726,0.070389327891398
"ACH-000781",6.38612115681485,1.48542682717024,4.03033607837096,6.22013644739608,0.0840642647884745,7.04930403348226,5.71287086768991,0.0565835283663675,0.0426443374084937,7.19318035374262,5.63575439127776,10.8824902134021,5.9114519116266,7.04001567884788,7.75080746061642,3.14404636961671,4.43429461795993,8.75732333214516,5.09718938723511,10.1867332891289,6.63821867880936,0.0565835283663675,10.2139547578639,4.12515513132229,2.01792190799726,3.60762622084549,3.08236196955747,4.07638806851284,3.20945336562895,3.22032995487956,7.54843662469604,3.87479696589867,7.73382883331368,3.72246602447109,3.0036022366802,5.25096157353322,0.0565835283663675,2.63923216324928,5.32589006103978,0.01435529297707,6.41261218499661,1.8073549220576
"ACH-000785",6.70873904135958,1.29865831556452,4.42492208821069,7.0646888815763,0.0285691521967709,5.87233628810464,5.60703434594862,0.250961573533219,0.0285691521967709,6.26453643099903,5.00180224263399,7.06490440219829,3.88557436437143,7.09370805496563,0.333423733725192,2.52356195605701,5.0574502721839,8.20579324939716,4.3547342399706,10.1449131134342,5.1333991254172,0.31034012061215,7.42852767474104,4.42155994490182,2.46205231879643,3.38818953715608,4.76394266044725,3.76977173924945,1.77399632511117,3.4541758931858,7.8234309337855,2.81352468929781,5.98299357469431,1.31034012061215,3.90592847817314,3.0686708106651,4.18586654531133,2.33913738491959,6.15562781584529,0.111031312388744,6.97739441856294,0.298658315564515
"ACH-000787",5.89433274227769,0.933572638261024,5.11478344724985,6.98367769469807,0.799087306074004,5.44923120066949,6.11707162384512,0.613531652917927,0.0285691521967709,6.14873077917319,3.89336221076387,9.66751962686207,7.37521323955639,5.6055535954944,6.4093909361377,3.51601514700366,4.92647391125607,7.52520757128439,4.80683958179819,9.30742852519225,4.11270013274936,0,8.34349665546436,2.43295940727611,2.4594316186373,2.73552217729654,3.12928301694497,4.3526172989585,3.28540221886225,3.86195536414487,8.24445898087276,4.56010351346474,6.62278396615612,2.29865831556452,1.91838623444635,0.925999418556223,0.0840642647884745,2.60169651648096,6.11727946005392,0.613531652917927,6.80812758745547,0.238786859587116
"ACH-000791",6.19711838004716,2.04264433740849,5.37920505996061,7.16007309819972,0.790772037862,5.51853513898218,5.74065777162389,0.263034405833794,0.189033824390017,5.94274907082889,5.44592529857927,11.2109148160739,6.84008551556895,6.83617662480922,3.18903382439002,3.88752527074159,5.64673869830785,8.15689207363418,4.81915722367497,10.2033480029798,4.84398384404833,0.189033824390017,5.85199883711245,5.26528685756517,1.90303827011291,4.5552026338783,3.5385381636298,4.40735275114004,4.22650852980868,4.48735771531155,8.00814845991009,2.85399564717639,4.87528859822269,2.87381319835909,3.76553474636298,0.75702324650746,1.72683121703249,2.40053792958373,6.77505054148317,2.34198574722862,6.92303029826377,0.650764559116902
"ACH-000800",6.18903382439002,1.73984810269933,5.0457050645108,7.53013318439181,0.0426443374084937,7.07017462515406,6.34216358328935,0.238786859587116,0.0565835283663675,3.29865831556452,5.07339181605292,10.5324533355749,7.00427665587793,6.19849415363908,0.124328135002202,4.27872821293894,4.71918344048179,8.43987242967666,5.5837597536395,8.85763893635931,4.86839045305445,3.4944156103975,7.01981309195895,0.150559676575381,2.05658352836637,5.77478705960117,3.75381844317354,5.72492307026661,4.2585189247113,2.59931779369823,7.19819945543749,3.58496250072116,5.82145511910246,2.03913839390696,3.46988597627446,6.50271248596606,0,1.74846123300404,5.06091204958787,0.0285691521967709,6.78972925137577,0.565597175854225
"ACH-000803",7.19947604644285,4.77820857639809,3.36597242759338,7.24821222778998,0.545968369105293,6.98675222651434,6.3271484082987,0.0426443374084937,0.0285691521967709,6.95163441683292,4.82832692641482,9.56974170685786,6.21742461381398,7.51711818515321,0.16349873228288,3.70929063572336,5.96486066424585,7.26416107128808,4.85199883711245,8.97579066021354,4.95419631038687,7.10496560483998,7.12794274918633,2.22650852980868,2.71808758396052,6.57637096748594,5.60644222813161,5.21218021004443,3.90303827011291,3.32912359629157,7.42450224854271,2.7311832415722,6.94169322566137,3.59454854955035,4.48800077083407,3.62993940943954,0.22650852980868,2.08065766334523,5.46237957184102,0.298658315564515,6.60451616514653,0.0426443374084937
"ACH-000813",6.14669594803066,1.05658352836637,5.49537538094463,5.74227574754027,0.495695162624069,6.92350576833181,5.85574059171503,0,0,0.485426827170242,5.76128527336162,8.84027438708075,6.06134418828839,6.90725122429203,7.90370112105078,3.50207595604579,5.03782146543497,7.83567147948162,4.0574502721839,10.6284455401372,5.11603199344711,2.60407132366886,8.36518509741176,2.57773093149008,2.05658352836637,4.31034012061215,3.76022094646651,4.20398416585599,3.36176835941915,4.74308405554959,7.12979817318714,4.42290574261218,5.66078033403255,4.23035674505615,2.5385381636298,1.38404980679516,1.81557542886257,1.66448284036468,5.49409554494063,0.0426443374084937,6.64270157183323,0.454175893185802
"ACH-000826",5.4988890869768,1.31614574229336,6.56193705962243,7.21208291144106,0,6.52010790163755,6.6202931499486,0.250961573533219,0.137503523749935,2.30158764660319,4.72519581722666,9.29273574418819,4.98276546258365,7.90327934205614,5.97475873047608,3.19849415363908,4.97223312380739,8.05766687679971,3.36597242759338,9.59965253867228,5.71863561627134,0.0426443374084937,6.89287670006069,3.54720302475693,2.04614178164472,4.65191274464578,3.44095219802964,4.01970191444255,2.6667565918848,2.93357263826102,7.30167909242712,2.8073549220576,7.22853012262995,2.94673086014031,2.96532254836725,2.57288966842058,0.176322772640463,1.74846123300404,4.11270013274936,0.01435529297707,7.02956331443266,0.0565835283663675
"ACH-000837",5.96023367169445,0.7311832415722,5.70597790168252,6.5478199565777,0.070389327891398,6.79064173076342,4.93026424523502,0.111031312388744,0.0426443374084937,0.400537929583729,4.50462039240355,11.1062357616157,5.48058827023386,6.32066518412251,1.06350294230616,3.33485426933163,4.611172380044,8.063664718714,3.72465027173297,9.95447260656678,6.57046293102604,0.01435529297707,7.66519377274042,0.400537929583729,1.73552217729654,3.79597469420667,2.96347412397489,4.23572705983806,3.12101540096137,3.86294724802092,7.81269074296491,2.22958792274065,5.68565987743181,3.01792190799726,3.114367024952,1.32768736417605,0.739848102699327,2.85798099512757,5.37608196665007,0,6.48719690663492,0.01435529297707
"ACH-000840",5.94368695159709,0.0840642647884745,4.63923216324928,7.20026107981327,0.20163386116965,7.39300425689832,5.36632221424582,0.53605290024021,0.0285691521967709,2.74631276642546,4.94251450533924,9.79436712582946,6.48800077083407,6.5478199565777,0.782408564927373,3.0071955014042,4.52230689287139,9.06174920079516,4.98458935036246,11.3257551729988,4.78555055173926,0.16349873228288,5.91647664443772,2.62760683812965,3.08746284125034,5.26978123827438,3.38266725274504,4.14730669878029,4.31686980506433,2.62527048937469,8.32197317840296,2.97636363573276,6.96254902292306,0,2.3305584000308,3.69265037003553,0.31034012061215,3.29278174922785,4.76075320806299,0.16349873228288,7.62219827852365,0.0976107966264223
"ACH-000841",6.08385158769796,2.10097764772482,5.14608493861619,6.71011763204345,0.678071905112638,6.26472407423801,6.09992635055603,0.333423733725192,0.0426443374084937,6.63444806236231,4.62935662007961,9.45224124043082,8.01664117047407,7.27658971572526,1.60880924267552,3.83390207666916,4.25323293853803,6.75448669787116,4.56315813040281,10.1184220243132,5.88752527074159,0,7.13185696060879,4.7771566660045,2.47248777146274,5.04395687279021,3.94953493301701,4.64443315240625,3.26002565596146,3.2585189247113,8.0389189892923,2.50589092972996,6.2553118863596,2.77399632511117,3.27947129564447,1.6915341649192,0.01435529297707,3.46205231879643,6.37729730642785,0.0285691521967709,7.51892849041491,0.31034012061215
"ACH-000843",5.3533232911629,0.111031312388744,6.37573453858316,6.99265514938683,0.0426443374084937,7.59073673813273,5.26865895502767,0.0840642647884745,0.0285691521967709,5.67101024127845,4.55826763405574,10.7437404725053,5.80296865100558,7.07681559705083,3.99095486039699,3.76659516172927,4.70210340662939,8.09423606984577,4.78188423454149,9.7128708676899,6.48413813120167,0.189033824390017,6.3823214071145,2.70043971814109,2.0071955014042,2.82374936030827,4.2637856138908,3.86789646399265,2.53605290024021,4.42155994490182,7.8171115727957,3.36176835941915,5.45713459431804,1.38404980679516,2.01435529297707,1.16992500144231,0.250961573533219,3.77399632511117,4.1906148602095,0.124328135002202,6.50668444773076,2.35614381022528
"ACH-000845",5.59245703726808,0.956056652412403,5.12515513132229,6.83756486315715,0.176322772640463,5.8499992594661,5.7001622501066,0.150559676575381,0.0565835283663675,5.17672169288105,3.42223300068305,10.3776443583999,6.70321146739115,6.58886451819015,4.82984955984469,3.70487196445635,4.5957423394744,7.55113145277411,5.02192383855476,9.81866205871567,5.24982454861618,0.0285691521967709,7.42886262048307,3.84398384404833,1.82374936030827,3.0071955014042,3.67694435910691,3.83086375675176,4.5090623863619,3.06522762277562,9.11262194990258,2.73552217729654,6.00225245173138,2.44360665147561,2.20476675065461,1.11103131238874,1.43829285157915,0.632268215499513,5.06995989045977,0.176322772640463,6.35860724911781,0.238786859587116
"ACH-000852",6.77663042305105,2.02147972741045,5.15785216914174,7.2215871212648,0,6.64169052255661,5.86567141764843,0.0285691521967709,2.06350294230616,6.73971311368956,5.15299460549244,9.810716218313,5.84599177066457,7.12184429787638,5.67722632823532,3.29278174922785,4.3110671022556,8.16776936795552,4.66789212523023,10.0635299063006,4.05224198118114,0,8.47990149381287,4.1906148602095,2.17951105027151,5.1139504824225,3.54101915313356,4.54473265593262,3.97085365434048,3.11935617703968,7.65542338909177,2.21723071622067,6.537140729805,0.16349873228288,2.94673086014031,2.97636363573276,0.815575428862573,2.85996954822103,5.72628628972067,0.0426443374084937,5.86418614465428,0.659924558402378
"ACH-000853",5.85524225145415,1.05658352836637,3.72574115650395,7.43512849755131,0,6.59275601044103,6.1781170457064,0.137503523749935,0.6959938131099,4.66845955691538,4.95093492831454,9.36461620271927,6.21237478756727,7.92896244083598,0.16349873228288,3.64154602908752,4.59753117422421,7.32246900411355,4.90110824301451,9.49791169857395,5.58104990094504,0.20163386116965,6.51064550409004,3.50462039240355,1.85598969730848,5.27686882997646,4.10852445677817,4.28466218548316,5.24145887127465,3.11270013274936,6.98185265328974,2.68257329734758,7.78607355157855,1.84398384404833,3.1243281350022,4.29130885982897,0.0840642647884745,3.41818994794577,4.4594316186373,0,7.28521724610209,0.189033824390017
"ACH-000858",4.04439411935845,1.0703893278914,5.82731094394967,6.14812063112396,0,5.60229058486114,5.2585189247113,0,0.01435529297707,4.27426166125705,5.11603199344711,9.630121482845,4.96254902292306,6.93097382556291,3.4276061727819,2.25096157353322,4.34553831007001,7.15218341905505,3.7311832415722,8.74089383949072,5.37642931106992,0.111031312388744,5.93569546303184,0.070389327891398,1.30451104180995,2.18903382439002,3.13093086982645,2.54596836910529,2.97452931248388,3.36176835941915,6.36001304220433,1.60880924267552,4.61294219630467,3.28243980500639,1.53106949272595,0.765534746362977,0,1.54596836910529,4.92267359284945,0.01435529297707,6.73104743933735,1.13750352374994
"ACH-000860",5.35895882583233,1.40599235967584,4.4988890869768,6.59320435406329,0.0976107966264223,5.92623668441333,4.79805051476751,0.0285691521967709,0.01435529297707,2.30451104180995,4.08831123588866,9.37044766414754,5.79701297783614,6.26153081524341,3.99095486039699,3.16992500144231,5.46988597627446,8.290848273342,4.33413917883824,9.88504045378234,6.92457500339273,0,7.42374622911477,4.39917109381982,1.46988597627446,2.85798099512757,3.94766615679601,4.08576455377831,2.17312743348066,3.26453643099903,8.09413048232855,2.92409988564074,6.27817064963117,0.970853654340484,2.88166461932035,1.25096157353322,1.4276061727819,1.0703893278914,5.20280949212501,0,6.53745138765307,0.20163386116965
"ACH-000866",6.33037912758063,3.92789645372882,4.26978123827438,6.76115227543197,0.0565835283663675,7.8073549220576,6.06953032516231,0.333423733725192,0.263034405833794,4.45022149589718,4.87725345387661,10.3599691318989,5.32732808262995,7.36483503491908,1.97085365434048,4.69320814891002,5.32084566764572,8.20735603487574,4.53231695933277,9.08345273362976,4.71094415457587,0.0285691521967709,7.49089097889429,0.150559676575381,2.37016428054021,5.04832338653781,4.56193705962243,5.37016428054021,4.74200621086674,2.87184364850932,7.88423158427282,2.74200621086674,6.11707162384512,3.38404980679516,3.40053792958373,3.22187708107703,0.150559676575381,5.52950864107431,4.72574115650395,0.16349873228288,6.75595576955096,0.55581615506164
