"X","2-aminoadipate","3-phosphoglycerate","alpha-glycerophosphate","4-pyridoxate","aconitate","adenine","adipate","alpha-ketoglutarate","AMP","citrate","isocitrate","CMP","cystathionine","cytidine","dCMP","DHAP/glyceraldehyde 3P","erythrose-4-phosphate","F1P/F6P/G1P/G6P","hexoses (HILIC neg)","fumarate/maleate/alpha-ketoisovalerate","glucuronate","glutathione oxidized","glutathione reduced","GMP","guanosine","hippurate","hypoxanthine","inosine","kynurenine","lactate","lactose","malate","NAD","NADP","oxalate","pantothenate","PEP","ribose-5-P/ribulose5-P","sorbitol","succinate/methylmalonate","sucrose","thymine","UMP","UDP-galactose/UDP-glucose","uracil","urate","uridine","xanthine","taurocholate","glycodeoxycholate/glycochenodeoxycholate","taurodeoxycholate/taurochenodeoxycholate","phosphocreatine","3-methyladipate/pimelate","6-phosphogluconate","alpha-hydroxybutyrate","2-hydroxyglutarate","inositol","malondialdehyde","glycine","alanine","serine","threonine","methionine","aspartate","glutamate","asparagine","glutamine","histidine","arginine","lysine","valine","leucine","isoleucine","phenylalanine","tyrosine","tryptophan","proline","cis/trans-hydroxyproline","ornithine","citrulline","taurine","5-HIAA","serotonin","GABA","acetylglycine","dimethylglycine","homocysteine","SDMA/ADMA","NMMA","allantoin","anthranilic acid","kynurenic acid","5-adenosylhomocysteine","carnosine","N-carbamoyl-beta-alanine","thiamine","niacinamide","betaine","choline","alpha-glycerophosphocholine","acetylcholine","creatine","creatinine","thyroxine","trimethylamine-N-oxide","hexoses (HILIC pos)","adenosine","thymidine","xanthosine","2-deoxyadenosine","2-deoxycytidine","cAMP","cotinine","pipecolic acid","pyroglutamic acid","1-methylnicotinamide","butyrobetaine","putrescine","methionine sulfoxide","carnitine","acetylcarnitine","propionylcarnitine","malonylcarnitine","butyrylcarnitine/isobutyrylcarnitine","valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine","hexanoylcarnitine","heptanoylcarnitine","lauroylcarnitine","myristoylcarnitine","palmitoylcarnitine","stearoylcarnitine","oleylcarnitine","arachidonyl_carnitine","sarcosine","beta-alanine","anserine","C14:0 LPC","C16:1 LPC","C16:0 LPC","C18:2 LPC","C18:1 LPC","C18:0 LPC","C20:4 LPC","C20:3 LPC","C22:6 LPC","C16:0 LPE","C18:1 LPE","C18:0 LPE","C20:4 LPE","C22:6 LPE","C32:2 PC","C32:1 PC","C32:0 PC","C34:4 PC","C34:3 PC","C34:2 PC","C34:1 PC","C36:4 PC-A","C36:4 PC-B","C36:3 PC","C36:2 PC","C36:1 PC","C38:6 PC","C38:5 PC","C38:4 PC","C38:2 PC","C40:6 PC","C14:0 SM","C16:1 SM","C16:0 SM","C18:2 SM","C18:1 SM","C18:0 SM","C22:1 SM","C22:0 SM","C24:1 SM","C24:0 SM","C34:2 DAG","C34:1 DAG","C36:2 DAG","C36:1 DAG","C14:0 CE","C16:1 CE","C16:0 CE","C18:3 CE","C18:2 CE","C18:1 CE","C18:0 CE","C20:5 CE","C20:4 CE","C20:3 CE","C22:6 CE","C46:2 TAG","C46:1 TAG","C46:0 TAG","C48:3 TAG","C48:2 TAG","C48:1 TAG","C48:0 TAG","C50:3 TAG","C50:2 TAG","C50:1 TAG","C50:0 TAG","C52:5 TAG","C52:4 TAG","C52:3 TAG","C52:2 TAG","C52:1 TAG","C54:7 TAG","C54:6 TAG","C54:5 TAG","C54:4 TAG","C54:3 TAG","C54:2 TAG","C54:1 TAG","C56:8 TAG","C56:7 TAG","C56:6 TAG","C56:5 TAG","C56:4 TAG","C56:3 TAG","C56:2 TAG","C58:8 TAG","C58:7 TAG","C58:6 TAG"
"ACH-000811",5.9229254,6.0064322,5.7429945,5.8773937,5.6462666,5.3077603,5.8713882,5.7711983,5.7255231,5.7266352,5.7745906,5.8043202,5.5602591,5.1705265,5.6234357,5.9293558,6.0008639,5.8386312,6.1585172,5.8207649,6.1396366,6.2324499,6.2918391,5.794622,5.797451,5.9331225,5.1653103,5.4945272,7.3144354,5.6445946,7.7932664,5.7008595,5.9946962,6.3228082,5.957866,6.0410818,5.4638008,5.9025454,5.8350303,5.7665415,7.0981091,6.405476,5.7648055,6.1905957,6.2243286,5.7166053,6.4885658,6.0838576,6.953282,6.4655344,5.1878626,6.2626146,5.8673725,5.7262776,5.8535881,5.9000835,6.4620113,5.8006235,6.4268451,6.0304005,6.1206919,5.9574447,6.0928312,6.0802929,6.0656728,6.1868823,5.4023985,6.2462553,5.871653,6.2420791,6.0957912,6.0325065,5.9882205,6.2091858,6.0232634,4.996014,6.0359871,6.6783839,5.7529598,5.8702426,4.342814,5.606145,5.8874777,6.0598517,5.6769791,5.8511556,5.7590999,6.0335955,6.0504245,5.7672041,6.3885327,6.2146587,5.9654097,5.8909971,6.1827835,5.2319428,5.3604186,5.8064839,6.0261153,6.5374131,6.0463901,5.9048848,5.7922066,5.6802617,6.0664345,6.170526,5.8214978,5.7274256,5.8833943,5.9216131,5.1980135,6.0510744,6.0193451,5.8783331,5.7529509,7.4999919,6.0253847,5.7592507,6.4624852,6.2037364,5.9178057,5.9726452,5.8123332,6.3685021,6.0082645,5.6940921,5.8839763,5.904398,5.739425,5.9928079,6.1003115,5.7976465,5.7433435,5.8000831,5.4724154,5.7871504,5.5823826,5.7067131,5.888023,5.6833064,5.7126095,5.6980235,5.6686225,5.6718311,5.8167359,5.9116777,5.6833144,5.9653538,5.5778388,5.2064146,5.5304849,5.8659016,6.1103133,5.586089,5.2340059,5.7299598,5.9791347,5.8318678,5.6382935,5.64773,5.6929879,6.0941456,5.7568044,5.6129927,5.497612,6.3228588,5.6204226,5.9036498,5.9159035,6.0881015,5.977989,5.7693881,6.3380849,5.6745528,5.6477597,6.2742776,5.942419,5.7540785,6.0875371,5.900728,5.975381,5.8795257,5.8161216,5.9380518,5.9384107,5.8828154,5.8965572,6.0616136,5.8745601,6.0052902,5.9855749,5.9430344,5.6935955,5.9574897,6.1713626,5.1887147,5.7315153,6.151295,6.0921282,5.5393612,5.9402668,6.252771,6.0998236,5.3987229,5.5666406,5.7236679,5.9500926,6.1527504,5.4571571,5.6371172,5.6485031,5.7796132,5.7373905,6.1006799,6.2113242,6.0474634,5.467167,5.5279754,5.6123911,5.9570648,5.890627,6.3749754,5.1957506,5.2343733,5.734039
"ACH-000856",6.0286516,5.852998,5.9149614,6.3361487,5.7998921,5.6093793,5.9965518,5.9357611,5.5763583,5.8773758,5.7636696,5.6844887,6.4785807,6.4304472,5.8480037,5.9541462,5.7014643,5.9680939,6.1436978,5.8374464,6.043112,5.8544537,5.8879638,5.6081156,6.4632741,6.2939763,6.3612783,6.1790109,6.1861659,5.8398152,5.8778718,5.8497182,5.6695964,5.8076616,5.860977,6.3544078,5.8839763,5.737504,5.9392438,6.1325502,6.033412,5.6163541,5.9042924,6.1175092,5.988727,6.0748077,5.9991528,6.0587168,5.8834841,6.0844884,6.2408068,5.8428122,5.9099486,5.3421111,5.8517712,5.7167839,5.9886795,5.9191648,5.9749055,5.7807021,6.2313069,6.3802408,6.1028718,5.811906,5.8807475,4.7894225,6.1293616,5.9708436,5.5066516,6.3122356,6.3371308,6.0152476,6.0634374,6.2638617,6.2018477,6.1166837,5.6379673,5.2655574,5.7866537,6.0321952,5.2838674,5.8793912,6.1789738,5.3546361,5.8573145,5.9445953,5.6822954,5.8687647,5.9318221,6.0362514,5.84053,6.0005062,5.8224439,5.9998926,6.5449773,6.1925334,6.3688682,5.9185015,6.0442339,5.5925095,6.2763708,5.6305639,5.9019104,6.1470488,5.8309173,6.3598292,6.6673492,5.7188523,5.9577,6.0767714,6.1986814,6.0301774,5.9172017,6.2523216,6.1129806,5.2255166,5.842495,5.6598936,5.9077221,5.9080496,6.2218206,5.9117019,5.930773,5.769968,5.6976504,5.9075921,6.1313265,6.0244311,5.9718407,5.7293963,5.8883758,6.1885462,5.9374237,5.7652279,5.524897,5.9443558,6.0454367,6.1913082,6.2199084,6.2431573,6.3103114,6.3728528,6.18632,6.2245948,6.2037006,5.7678946,5.7545417,5.6762672,5.5555531,6.2619903,5.6714983,5.6910727,5.8354979,5.7596207,5.9370747,5.6581879,5.6741919,5.7752538,6.0055096,5.7628619,5.6163628,5.645842,5.8450819,5.9820772,5.9905194,5.4968061,5.8999034,5.7441573,5.6999143,5.7278791,5.6849471,6.2975888,6.4527197,5.6969223,5.5403446,5.8207165,5.7258197,5.3128387,5.5311031,5.9017646,5.7134412,6.1163485,6.0522337,5.8728315,6.0478404,5.9619292,5.961726,5.8995492,6.0672698,6.0482907,6.0380643,6.0998742,5.6192279,5.5375521,5.7297077,5.2392954,5.5977872,5.5556182,5.4831559,5.6220868,5.6213637,5.6445222,5.359707,5.6625577,5.7419074,5.629869,5.6351593,5.4757749,5.5742806,5.7380805,5.803749,5.8533712,5.669696,5.5871376,5.5841214,5.9676031,5.6591812,5.8401583,5.7948263,5.6416886,5.6841386,5.6895102,5.8435668,6.1864343,5.8077679
"ACH-000866",5.5790821,5.8826682,5.8460725,5.9321458,5.8982519,5.8722643,5.7625904,5.9082153,6.1602113,6.016095,5.8529105,6.0531415,7.1376612,5.632899,5.7842523,5.7475773,5.5970286,5.5190353,5.6788384,6.0746654,6.0255088,6.1972988,6.0962237,6.097163,5.6180903,5.8717073,4.9622255,5.5272207,6.4050836,5.9818984,5.9389775,6.0203904,5.9084954,6.0403416,5.9226745,6.0337389,5.871005,6.0065566,5.7063825,5.6302835,5.7491971,5.724455,6.1815503,6.1677453,5.8438109,5.7688199,5.5648334,5.7022808,6.1608211,5.9588948,6.1096603,6.7574873,5.9147992,5.1421954,5.6068714,5.8099518,6.2996049,5.9005816,6.2135075,6.1488713,5.7942564,5.7168285,5.6492008,5.8562268,6.00995,6.2850209,6.2825399,5.5057011,5.8794744,5.3476986,5.5150622,5.6996416,5.7560928,5.5640732,5.5806101,5.5583265,6.1670587,6.397415,6.0488318,5.8568697,6.0018341,5.4387153,6.1852602,6.4098241,5.9620995,5.7291755,5.8664867,5.8185877,5.6181033,5.746759,5.797491,5.4607166,6.3677898,5.7811193,5.8825795,5.6072468,5.6627256,6.0578358,5.7860103,5.5836778,7.0380371,6.1253171,6.0010713,5.73955,5.8457464,5.824477,5.8325125,5.6766124,5.6070683,6.6609572,6.1715827,6.0897572,5.5912654,6.9431054,6.0668032,4.2996322,6.493319,6.284635,5.8009822,6.5503693,6.4615285,6.6352601,6.3880046,6.2393046,5.891501,6.3109999,6.1731545,6.3212874,6.2470697,6.052068,6.024936,6.1024609,5.7678228,5.9437857,6.044092,5.7790617,5.9287851,5.6477753,5.5288849,5.8227923,5.7475804,5.603993,5.7474906,5.5954388,5.7510945,5.9162388,6.106678,5.8537284,5.9862839,6.1755558,6.5091211,6.0488105,5.5013731,6.2653694,6.2197783,5.9819077,5.8272094,6.0898088,5.8839763,6.0221593,5.9399796,5.9797299,5.9283768,5.9309064,5.9457425,6.0612522,6.2067691,5.7824572,6.0260506,5.6822955,5.7643745,5.7353018,5.0585848,5.9918044,5.9265828,5.1502298,5.0634404,5.8259891,6.374296,6.4622994,6.2107842,6.5438871,6.2535072,5.9098486,6.0913668,6.0707142,6.2191981,6.0996473,5.9862369,5.8751755,6.4651925,6.2932877,5.6658636,5.4784073,5.4565822,5.5908746,5.7897527,5.4651885,5.6550173,5.9626201,5.7144513,5.608144,5.3875949,5.7481523,5.8879169,5.9363949,5.6624863,5.6582669,5.5001971,5.6406983,5.683698,6.0031318,5.999533,5.7256533,5.7258896,6.0371205,5.429699,5.5509335,5.8561575,5.9221921,6.0313853,5.7030116,5.5338853,5.4939595,5.5748508
"ACH-000879",5.9150373,6.3742141,6.6258787,5.7140896,6.0499879,6.3756559,5.6335772,6.4157161,5.9570961,5.9061908,5.9402507,6.0301976,6.3079589,5.4215914,6.3865836,6.4494118,5.9878435,5.8920744,5.751978,6.2010565,5.8411845,5.7936405,5.9183758,5.7332255,5.8867958,5.6011307,5.1656852,5.5606496,6.0199816,5.8915283,6.0395242,6.1494442,5.8235855,5.4508536,5.8258324,5.55743,6.3801722,6.494651,5.804472,5.9110901,5.936273,6.3383109,5.8863672,6.1123493,5.9403976,5.6302969,5.6149841,5.7803002,6.0227077,5.6010941,5.2963282,6.6671191,5.9583831,5.6694469,5.6505871,6.375767,6.5256185,5.8396012,5.7621091,5.8873611,5.5374614,5.8011991,5.6265442,5.6257452,5.9464836,5.8142617,6.2752863,6.0487368,5.8582942,5.6338659,5.6525844,5.6377482,5.6535484,5.7807064,5.7228866,5.8640232,6.0021273,5.9627716,5.7140082,5.7828972,6.1596046,5.6942556,4.9324963,5.4563705,5.7255255,5.7436128,6.0735079,5.7575431,5.6490719,5.8671881,5.8437536,6.0089426,6.7481131,5.8078385,5.797723,5.5766062,5.8187403,5.9327831,5.5694305,5.4127991,7.4699671,6.2706797,6.0362574,5.8805897,5.9271931,5.2550067,4.2516861,6.8163874,5.8910896,6.604982,6.793008,6.1682414,5.3663045,6.0807004,5.8810926,3.5578052,6.0099364,5.1869559,5.732578,6.3081982,6.1342607,6.0417472,6.0475964,5.8848853,5.8903658,5.735614,5.7762559,5.6067448,4.9743331,5.3857229,5.5718576,5.4425797,5.8839763,6.1618915,5.7965455,5.9049032,6.0809467,6.1793017,6.2020101,6.0755284,6.1025356,6.1375927,6.1149694,6.1376421,5.8237507,5.7579258,5.8538913,6.0230477,6.1456515,6.2432669,6.1989772,6.0372207,5.6398191,6.2282026,6.3299643,6.0878366,5.9514223,6.1774624,6.0250924,6.0181352,6.0448155,5.9176048,6.0935167,6.0681396,6.0226235,6.094193,6.1926302,5.8373537,5.9272348,5.7397424,5.8780313,6.5911781,6.3114161,6.0148189,6.0597624,6.1055187,5.712944,4.6568294,5.6947524,6.003145,5.5116597,6.1342315,6.0537982,5.8854346,6.0531691,6.1074831,6.0418289,5.8746407,5.9913764,6.010705,6.2039623,6.0437277,5.6319281,5.4071174,5.6219185,4.8476003,5.456299,4.6623734,5.0981521,5.5287395,5.5070799,5.1363511,5.2494268,5.7713506,5.6784614,5.7816636,5.6727574,5.153616,5.5666855,5.5304408,5.7134078,5.8157359,6.0009703,5.494388,5.2652283,6.0384216,5.3581442,5.5801262,5.7989794,5.8432443,5.9571121,5.2999431,5.4242399,5.4335016,5.6721919
"ACH-000885",6.2976849,5.5711678,5.5421249,5.7069981,5.8798066,5.7506068,5.8142289,6.0549008,6.2514287,5.7631672,5.8573863,6.0122421,5.410902,6.0235756,5.647288,4.8936373,4.7523877,4.6575022,5.2751586,5.8695742,5.8618318,5.3676177,5.5018594,6.0263826,5.7915366,5.8795906,6.6213406,5.7793262,5.7222193,5.9885332,5.6975466,5.9227452,5.662796,5.5004524,5.7826063,5.8939236,6.0441328,4.6456238,5.9376008,6.0195734,5.8876664,5.8492971,5.959429,4.99756,5.9983233,6.1716424,5.72003,6.0473869,5.6360379,5.9902758,5.7467417,5.475448,5.6411883,5.8059906,5.7894784,6.1619162,5.403565,5.8988335,6.0939874,6.0678285,6.1184627,5.8547528,5.6365241,5.7773439,6.0810441,5.303103,5.9474581,5.885687,5.8025751,6.0989998,5.9507027,5.7824564,5.5270423,5.9128233,5.9556341,5.9985319,6.0114359,5.5272237,6.1264518,6.0317562,6.1735769,5.9382361,6.8042514,5.6118334,6.0058891,6.0601896,6.150858,6.0844071,5.9251871,6.158114,5.8920066,5.8563136,5.4962329,6.0948402,5.8839763,5.2108518,6.463939,5.9050747,6.1509447,5.2480676,6.6125921,5.7763374,5.9125938,5.9474065,5.390211,5.2407844,5.7759027,5.7006951,6.1245862,5.9204836,5.5528374,5.8426302,6.3710037,6.3440394,5.8322756,7.732896,6.0638156,5.7625227,5.5698967,6.2855606,6.3888345,6.5362823,6.2782928,6.0382185,5.5791544,6.1039788,5.8879634,5.7032628,5.8592467,5.7412244,5.7027224,5.7364785,5.6831842,6.2385834,5.9901542,6.1021804,5.8893179,5.6803702,5.6499531,5.6159011,5.6846172,5.7397692,5.9567502,5.7539121,6.0001723,5.9859093,5.8527785,6.0074848,5.6324156,5.7808817,5.6784517,5.6964277,5.8925222,5.8424202,5.8758138,5.7098116,5.7925632,5.9556719,5.9519481,5.8525188,5.6358885,5.7231019,6.0607984,5.9566233,5.8096259,5.7703181,5.9871196,6.0520332,5.8954249,6.0574717,5.881284,5.8462407,6.1441733,5.740255,5.9623163,6.0332117,6.0788898,5.2032325,5.5013255,5.8453537,5.7061147,5.7197833,5.5826327,5.8065046,5.7252325,5.7413956,5.751803,5.8597803,5.883294,5.7510653,5.7210558,6.2147568,5.8776356,5.6663283,5.3622808,6.1190057,5.8556417,5.8526702,5.7649189,5.8781246,5.9551029,5.8944909,5.778656,6.2507543,6.0602053,5.8989701,6.1219014,6.1647908,6.1968312,6.2928641,6.3202707,6.1776709,6.1319111,6.2926226,6.1984813,5.9475929,6.5304956,6.3656799,6.4426202,6.2647944,6.2194291,6.2839485,6.6381931,6.5335795,6.0873879
"ACH-000895",5.8702365,5.9607851,6.366081,6.486757,5.9198803,5.9774314,5.79823,5.8195079,6.0450279,5.971124,5.9571855,5.6520751,5.4895084,5.4312589,5.7224471,5.8353293,6.3238195,6.2246282,5.9635334,5.6196709,6.0226486,5.9613603,5.8020437,5.913768,5.714777,6.1304384,6.1927317,5.6168069,5.9612034,5.7889751,5.6870809,5.5809519,6.0335696,6.0796711,5.8224246,6.0957068,5.873882,5.9150125,5.9235176,5.9182477,5.6223908,6.3225555,5.8551214,5.8476868,6.3463698,6.3594068,5.9584115,6.1550626,5.5957675,5.9311827,5.564246,6.7183697,6.0295018,5.5582408,5.8214775,5.5667988,6.4783999,5.4104339,6.2183257,6.4865571,5.6595717,6.3504833,5.4363867,5.3029896,5.4386311,4.3161481,4.7951549,5.5789734,5.5587815,5.9877303,5.9696441,5.5377406,5.5935905,5.9404424,5.8681813,5.7181758,5.9644983,5.7169628,6.0359275,5.8053138,6.2406663,6.107348,5.1441933,6.596376,5.8892579,5.9890214,6.5512523,6.0108378,6.2460477,5.931674,5.6654382,6.1162094,5.9981128,5.8558601,4.8557559,6.1343076,6.1248766,6.211245,6.0463577,6.1658656,6.0060961,6.0795136,6.1081123,6.1197607,5.8200629,5.965438,5.981698,5.673267,6.0339354,6.3413294,5.6183015,5.742858,5.8209594,5.5025032,5.6765451,3.6853689,6.403895,5.9326625,5.5792274,6.1982076,6.5633179,6.2139507,6.0628945,6.0478906,6.2370021,6.1251896,5.852658,5.6707647,5.982467,6.0321039,5.9822897,5.6133874,6.1600234,6.4352724,6.4833355,5.984781,5.9851948,5.9793812,6.1099532,5.7985484,6.1570521,6.1583381,6.0821681,6.1031949,5.804683,5.8631296,5.8260217,6.2706782,5.8839763,5.414924,5.68974,5.774057,5.5518722,5.6242958,5.4969594,5.8039962,5.7875157,5.868903,5.660756,5.7139376,5.8208241,5.9194329,5.705182,5.5148456,5.4816857,5.4185775,5.3235088,5.8118749,5.8995917,5.9191639,5.7605754,5.7781553,5.7128648,5.6202178,5.8464215,5.4524568,5.3124272,5.7493376,5.8446658,5.7677098,5.7909589,6.0933512,5.9165456,5.7423793,5.9805652,5.9497001,5.902338,5.7229303,6.048416,6.0395482,5.8087724,6.1210929,5.7290494,5.8563189,5.9712319,5.577379,6.0193487,5.8952496,5.9962927,5.8157918,6.0201285,5.9215281,6.2466308,5.3976086,5.3761764,5.9686238,5.958764,6.1212973,5.7273112,5.7300437,5.0491072,5.3966443,5.9628048,6.0453651,5.8897116,4.8578999,5.7283371,5.6759272,4.8253758,5.2134069,5.6166803,5.8649271,5.5966876,5.4498244,5.2289623
"ACH-000897",6.0870902,5.9172004,6.8848672,6.0138853,5.9321892,5.9544076,5.7465616,5.9471571,5.7379689,5.7911548,5.8262412,5.6546863,5.3536367,5.7176997,5.7076944,6.7932967,6.0752702,6.1016128,6.0156992,5.737007,5.8883322,5.5851546,5.8524136,5.5314567,6.0725174,5.9581451,5.4742867,5.753894,5.5027733,6.1441373,6.1409202,5.7137002,6.0280385,5.3544168,5.9070612,5.7428063,5.8044592,6.2361041,6.377991,5.8636594,6.2430658,5.7604829,5.6803606,5.3852189,5.2547213,5.9969641,5.2482606,5.8456751,5.7145113,6.1059946,6.0251674,6.1331005,5.9415486,6.2766671,5.9533336,5.9932395,6.149446,6.2315681,6.0846992,5.9074693,5.5600354,6.1420367,5.8957133,5.1097879,5.7046263,5.3439778,5.8337745,5.9156149,5.8681198,6.1011332,6.1143882,5.8596407,5.8196624,6.0805222,6.0028473,6.0537182,6.3315198,5.127753,5.8686175,5.8653355,6.1223373,5.7917082,6.4784344,6.1548073,5.5663366,5.7929199,5.3396961,5.8022996,5.9557277,5.8450245,5.7721443,5.8125422,5.8752387,5.7877546,6.8635903,6.0363497,5.9661725,5.8830865,6.1299605,6.3922848,4.6902183,6.1629913,5.8854446,5.8789254,5.6734044,5.9697843,6.2519929,6.1213859,5.7478759,5.6333032,5.6327487,5.7637601,5.9213111,6.0075764,5.9324024,7.3682139,6.1723675,5.8099648,5.727556,6.1978666,6.2520847,6.2102801,6.12576,6.1757618,6.3921347,5.8118511,5.6403373,5.485441,4.9206967,4.8635574,4.8913678,5.0244395,5.5936749,5.7147869,6.2931601,5.8362412,5.741933,5.8734551,5.9365114,5.9968505,5.9316633,5.8839763,5.8899373,5.8722313,6.0154793,6.0725654,5.9759358,6.0148985,5.9211058,5.8838556,5.7353528,5.8769992,6.1829169,5.7529298,6.0285705,5.8641994,5.934054,6.0600507,5.8320022,5.9585513,5.8899805,5.9704287,5.9484517,5.9214907,5.7754928,5.8389759,5.6486933,6.0037289,6.0584548,5.9592271,5.9370332,5.8515197,5.8484121,5.8895542,5.923521,5.9680799,6.1429997,5.3606716,5.928137,5.7254336,5.8270176,5.8751225,5.830304,5.9307097,5.8878279,5.8429229,5.8214827,6.1216688,5.943039,5.9573513,5.9331771,6.0593271,5.6039742,5.8711873,6.0293836,5.4282098,5.6249429,5.9512982,6.2574194,5.7584814,5.7929551,6.0565906,6.4070761,5.7107675,5.7808339,5.7851354,5.9330672,6.1965087,5.7838053,5.8742905,5.8438113,5.6256684,5.6364765,5.9641265,6.2075987,5.8114931,5.8495949,5.7126472,5.5202308,5.4536447,5.6125453,5.9721678,5.5613636,5.4112929,5.8367487
"ACH-000909",5.6538422,5.8890496,5.9243967,5.6155622,5.3369902,6.0501118,5.5198897,5.4860219,6.1689837,5.6010726,5.5390148,6.1900585,6.934184,5.3839365,6.1600551,5.7954091,5.8152909,5.7483232,5.2790801,5.9036148,5.7985425,5.6802091,5.8072834,6.0265831,6.2159198,5.4078452,6.5929024,6.7302063,5.7574787,5.6789885,5.5734831,5.8442351,5.9355858,6.1340133,6.1934812,7.0535226,5.8121763,5.3278957,5.1535962,5.4228391,5.5773907,6.1065797,6.2385926,5.8744816,5.1911056,5.3111405,5.4009217,5.1336137,5.7616982,5.5027531,5.2399573,6.3061397,6.0413487,6.2187807,6.2047659,6.1536748,5.4700452,5.6166638,6.2048651,5.9461201,5.917371,6.3588336,5.6059039,5.3617761,5.9929626,5.2356515,6.0755909,5.5325595,5.602892,5.6613458,6.0074193,5.5968196,5.5302216,5.9692038,5.8833534,5.9844416,6.127649,5.2770281,5.3591816,5.6187227,5.6020189,6.0427564,5.8454695,6.3282786,5.675355,5.5020185,5.3723891,5.4113576,5.3812827,5.2487548,5.5130566,4.7871491,6.4449374,5.1627041,5.8515642,5.3443042,5.4443002,5.7846658,6.1717624,6.045168,6.4922095,6.2190459,5.636664,5.5007502,5.9191301,5.3265175,6.4259754,5.7056697,5.7179913,5.7241027,6.5807491,5.6623496,6.1592714,5.4328311,5.1791952,4.5058993,5.7455222,6.0512412,5.6813387,5.8390351,5.6987321,5.8111319,6.2495787,6.0651527,5.5067263,6.2637939,5.6568701,6.2501306,6.2141322,6.491505,6.2473699,6.171375,5.7055394,5.9380468,5.6545443,5.5618254,6.204663,5.6686226,5.7128222,5.982952,5.5904861,5.6818362,5.4502746,5.8760447,5.6512684,5.8491388,5.8366896,5.7150073,5.673254,6.0230217,6.1759713,6.031661,5.677551,6.3387418,5.9350674,6.13291,6.0196574,6.1182158,5.961319,5.5377635,6.0820864,5.9555442,6.0727746,6.014456,6.1397884,5.6643598,5.9930211,5.8839763,5.838892,5.769689,5.7623569,5.6801116,5.5402834,6.0142599,6.0631508,5.651372,5.3493804,6.2025476,5.9786054,6.0385883,6.0884966,6.1392065,5.9104273,5.6754555,5.5937295,5.742591,6.1522213,5.7659696,6.3243539,5.7482569,6.3281813,6.6625754,5.9331169,5.9376389,5.9785962,5.9468615,6.0688611,5.8596886,5.7710233,6.3406148,6.015649,5.9485412,5.6497324,6.6708393,6.4728781,6.3230148,6.1433106,5.8918617,6.7677059,6.6859094,6.231871,6.5915562,6.3797638,6.1092483,5.7689376,6.6182005,6.8497586,6.438897,6.7810811,6.3940976,6.2093202,5.9436471,7.018103,7.3228818,6.7467206
"ACH-000911",5.8159742,6.0287779,5.8733405,5.2691236,5.9141643,5.7967619,5.7319459,5.8311272,6.1528048,5.9308042,5.9189592,6.0594943,5.2052384,6.0217401,5.9128996,5.774478,5.7888023,5.7375961,5.4325568,5.9115261,5.6883794,6.2611744,5.8596567,6.0999792,5.7218596,5.5885595,5.820339,5.6601327,6.0589364,5.9505474,6.1123153,5.9197202,6.2077419,6.2552876,5.5639261,5.4073323,5.9332648,5.5904815,5.729002,5.7821015,5.8136637,6.1186711,5.9134899,6.0144077,6.0905253,5.8780143,5.7753054,6.0025232,6.622698,5.480838,5.6734756,5.4766876,5.8627144,5.9362471,5.8292164,6.0199613,6.0986365,5.9295401,5.7936184,6.317329,5.499368,5.6662104,5.9113519,5.8991389,5.7726799,6.4248353,5.3302497,5.6929917,6.0906645,5.5195071,5.5793933,5.9009855,5.9860855,5.753879,5.876033,5.8184421,6.1291746,6.4451697,6.1183791,6.1515692,6.1748855,5.7667654,5.7197301,6.4456137,5.9696782,5.8226444,6.4054405,5.9840733,5.9045006,5.8711035,6.6107806,5.956517,6.1025251,5.8159656,6.3580167,5.847058,5.7752355,5.9301686,5.6683548,5.6558405,5.5685092,6.4492705,5.8222191,5.7778087,5.7866281,5.394504,4.6083034,6.4249541,6.1574008,6.2044095,5.0642427,6.3823073,5.2025403,6.3326158,5.7857229,7.0363354,6.1009947,6.564967,5.9431325,6.0408311,6.1527824,6.2032161,5.9457479,6.3460595,7.0628588,6.0069574,6.2255608,6.1614342,6.2207093,6.3042435,7.015815,6.3727973,5.4977193,6.0870536,6.3703689,5.8429424,5.9891504,5.7046985,5.7724072,5.8071621,5.8742629,6.0246679,5.8451295,5.9758889,5.7541244,5.8143371,5.9167401,6.1342711,5.8772236,5.7568227,5.6574498,5.8156128,5.8778247,5.8001896,5.8687439,5.8311846,5.8674665,5.7908188,5.530873,5.8172285,6.0218046,6.1461285,5.5386994,5.7642494,5.7542422,6.1720426,5.4787195,5.9632448,5.9018721,5.892192,5.945635,5.8041043,5.7751875,5.6839663,6.0713489,6.0068294,6.2039085,6.140073,6.197514,6.2117157,6.2159929,6.2897077,6.0606473,5.9633666,6.1332245,6.0692556,6.167103,6.2135188,6.0951533,6.0096017,6.2081055,6.1415691,5.6498999,5.6124417,5.8455408,5.8310164,5.6483826,5.8354818,5.5110345,5.6341633,5.8839763,5.74576,5.7790365,5.7574843,5.7654952,5.8164336,5.945272,5.876957,5.869335,5.6205333,5.7857322,5.7664409,6.0626644,6.1050828,6.1676784,5.4576699,5.3537068,5.7549669,5.5749302,5.8805307,6.0978464,6.3100948,5.803146,5.9305387,5.6607215
