"X","GCLC","NADK","AASS","PRMT5","GSS","CDADC1","SMPD3","CPT1A","LDHB","ODC1","GALE","GOT2","ABCC4","PRMT1","DCTD","DMGDH","LDHA","SORD","GCSH","UCK2","SDHC","AASDHPPT","MAT1A","RPIA","CARNMT1","PANK4","NNMT","TK1","GLYCTK","MSRA","PIPOX","IDH2","PNP","DDO"
"ACH-000409",3.22187708107703,5.29902480738432,1.65535182861255,6.04264433740849,6.76234881564413,2.37851162325373,0.27500704749987,4.7311832415722,9.6326499265387,6.32678899249194,4.99819550315325,5.60703434594862,5.20515788392009,7.52324829260521,5.58285703484424,0.250961573533219,9.40979398579922,4.25171909260596,4.95046841415012,5.0496307677246,7.58541327249201,4.70597790168252,0.20163386116965,3.90400231628369,2.26002565596146,4.34695688937888,3.68369645430652,7.36579750245938,2.35614381022528,1.61353165291793,0.895302621333307,5.970163424661,5.45549162062847,0.189033824390017
"ACH-000421",5.80426011563474,6.31849761886055,0.189033824390017,7.13216552547809,6.5677279633048,2.74846123300404,2.16349873228288,5.0639343057541,9.981995317818,7.16701664439148,7.28327359892062,6.69474092979982,3.38266725274504,7.70397276579215,6.83238371654913,0.985500430304885,8.31940116685832,6.28466218548316,6.18982455888002,5.268284666521,7.54990015592366,5.70901486490327,0.111031312388744,4.89965902637744,4.20633064787105,4.75595576955096,2.59454854955035,7.66085162575993,3.85598969730848,1.66902676550963,2.53605290024021,5.5894638929561,5.83516615722045,1.13093086982645
"ACH-000427",3.87479696589867,5.06608919045777,0.505890929729957,5.67299099382775,4.93640237772506,3.16510798514454,1.37851162325373,5.47378691161437,8.99661471481536,7.32219857485082,4.96947286459633,6.96855160336395,3.21723071622067,8.26940724085404,6.52356195605701,0.526068811667588,8.29420717830167,6.13278245729886,5.81403764753998,5.32876467228402,7.29590665529703,4.87085786436376,0.189033824390017,4.92837032301897,3.99095486039699,3.61706334388818,5.95373084981149,6.84498815668261,1.16992500144231,2.82578562746479,0.485426827170242,4.58556349845569,5.8094144442359,0.01435529297707
"ACH-000467",4.86294724802092,5.60139939053183,1.03562390973072,6.22322945684211,5.97131362406888,3.00539998774259,1.84398384404833,3.5837597536395,8.99963364420029,7.6518410098154,5.57167680997093,6.60984359159946,2.85798099512757,8.18363538147322,5.99954908734095,0.321928094887362,9.2919764491562,5.7273759385949,4.75221336786514,5.60733031374961,7.37816477987163,4.48413813120167,1.4276061727819,5.71342088486808,3.114367024952,3.46336088581666,0.111031312388744,6.06565847093199,5.58646452588639,2.31324585178756,1.80322703643493,7.172127436878,6.75047251876251,0.0426443374084937
"ACH-000524",3.27202318906105,6.19849415363908,0.124328135002202,6.18507363787676,6.40156220725607,2.52606881166759,0.189033824390017,2.9560566524124,8.41434698193482,6.48510476108097,5.56833618213375,5.10726939359254,3.1906148602095,7.09645162447759,5.48026512205446,0.238786859587116,7.3768633740274,4.16188768237689,5.09127669436522,4.71094415457587,7.48896481700485,5.52857131887076,0.0565835283663675,4.04701481951759,2.73768676140986,4.36737106564853,5.30487605004489,5.4937754084607,1.7311832415722,0.214124805352847,2.19219416528334,4.76977173924945,6.14180061165247,0.250961573533219
"ACH-000527",3.87282875953488,5.27463440251759,0.124328135002202,5.96555343498708,5.40429006444484,1.81557542886257,0.176322772640463,3.26903314645524,9.33313298277225,5.50716034911752,5.65391987311942,4.89530262133331,4.10349763970334,7.83453425539226,5.03033607837096,2.8073549220576,9.73279491665423,4.80167602925359,5.30997649237056,3.46858331700683,7.16148463864166,4.40531168259745,0.632268215499513,4.24107745817504,2.7158933705476,4.15380533607904,7.79565007727105,5.02901108665907,1.78659636189081,1.57531233068744,0.871843648509318,4.8801957289431,6.8972404255748,0.773996325111173
"ACH-000532",4.44294349584873,4.14567745519564,0.632268215499513,6.53200519379057,5.21878116778407,3.16510798514454,0.713695814843359,4.24488705912353,9.42233813729053,6.58150189667979,6.15845821621677,6.30305008468167,3.08406426478847,7.26331615469532,5.09254574154357,0.333423733725192,8.53667461756976,4.68537955195908,5.42894634476948,5.12060077384517,7.88862149734404,4.57531233068744,0.189033824390017,5.10349763970334,2.86195536414487,1.89917563048051,0.495695162624069,7.52888382727464,4.73063995591679,1.51096191927738,0.454175893185802,7.66441172785495,6.90893296724454,0.31034012061215
"ACH-000542",4.33699741660501,4.48284828306847,2.95233356636969,7.13309082430674,6.549823164967,2.59931779369823,0.16349873228288,1.18269229751619,9.84669701894828,7.72287582280956,5.79441586635011,6.47540919340106,4.28466218548316,8.19036793754628,6.69807953711188,0.238786859587116,9.83731255552431,5.30012372456901,6.31088539118528,6.19947604644285,7.38603490991357,5.62410089462811,0.150559676575381,5.53480866123175,3.68706068833989,3.47897180503294,7.18705508996806,6.83970769835037,3.34340782229781,3.32481060342048,0.286881147788161,4.07638806851284,7.48163800221041,0.575312330687437
"ACH-000552",5.10810622368613,6.10706011020335,0.189033824390017,5.97911075501579,5.75114232472695,3.68594014844598,3.05831649559082,4.77030048949942,10.1745512320835,7.77129137420209,6.84949893172018,6.57364718749332,4.20789285164133,8.87535004048504,5.80374366850523,0.389566811762726,9.59605927394828,7.0948694327187,5.82705683650015,4.9986468390058,7.09908476089186,4.68985823631925,0.01435529297707,5.4995270242151,3.36457243229586,4.06695024392463,3.97727992349992,7.57417721428104,3.66220549965362,1.25096157353322,0.650764559116902,6.68929916053589,6.30542338930187,0
"ACH-000565",5.16027483140859,5.48960715674871,0.925999418556223,6.70997983224002,6.8471200024958,3.37851162325373,1.15704371014558,3.27947129564447,8.84445470264786,6.16791986555194,6.3464250855856,5.47281266619239,2.75488750216347,6.93262815702213,5.67666233485797,1.46466826700344,8.30145046699824,6.15177765473205,4.08151006812092,4.73822740036724,6.47686768893309,4.06695024392463,0.575312330687437,4.86195536414487,3.39917109381982,3.09929520433778,1.67807190511264,5.73633427697511,3.41683974191283,1.77399632511117,0.356143810225275,6.39334755137725,6.06888573730101,2.16349873228288
